Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Genre,BPM
YYYY-00-DD 00:00:SS,-1.56338448515391,3.7034847425,8.92786186678261,-0.269162697522553,-0.21599624057483,0.0370114951292277,rock,173
YYYY-00-DD 00:00:SS,-0.832033698333471,2.61805881239216,9.15784832078431,-0.275456182062039,0.300962047356725,-0.00758468652162745,rock,173
YYYY-00-DD 00:00:SS,-1.97800728314942,2.80923129732692,9.22369859782692,-0.0555871007614231,-0.296234487519615,-0.348594083917558,rock,173
YYYY-00-DD 00:00:SS,-1.39411242925098,1.94486044322353,9.22829586864706,0.187295169236269,-0.638972664838904,-0.304613081315385,rock,173
YYYY-00-DD 00:00:SS,1.40484573083288,2.32233218156346,9.49418527346154,0.267072009021882,-1.32997018864823,0.142611876572157,rock,173
YYYY-00-DD 00:00:SS,4.09706367144902,3.91814151468627,7.01928655768627,0.1746553261525,-1.24146482312631,0.366167688927904,rock,173
YYYY-00-DD 00:00:SS,7.83224341513461,0.410300063640577,5.02680845909615,-1.00559831598627,-1.505513917,0.905715802143137,rock,173
YYYY-00-DD 00:00:SS,9.98671568325,-0.970324093946154,5.45985184265385,-1.77552447409615,-0.101553357209039,-0.168934506634038,rock,173
YYYY-00-DD 00:00:SS,8.32879397460784,-2.0147331894549,4.21544972584314,-1.3307367487,-0.190239993980196,-0.556868120786667,rock,173
YYYY-00-DD 00:00:SS,7.60105423746154,-3.94419998846154,7.78909780298461,-1.13650190084346,0.624823327961346,-0.0746995714932692,rock,173
YYYY-00-DD 00:00:SS,12.2733444886471,-4.36812120323529,3.63109663530196,5.64715663286538,-1.88508052130615,0.834452593407692,rock,173
YYYY-00-DD 00:00:SS,5.50784630042308,-0.968500721659615,0.403271139463846,1.18487600102745,1.16096611939804,-0.943306877,rock,173
YYYY-00-DD 00:00:SS,11.8786388631154,-1.97314685993673,3.09804957400788,-3.22558776460192,-0.805531328982692,-0.343284411858269,rock,173
YYYY-00-DD 00:00:SS,9.87259266454902,0.948015214616333,4.03724308811765,-1.13837974273451,-1.31893002285882,-2.20314340265686,rock,173
YYYY-00-DD 00:00:SS,6.94148643203846,5.27970562988461,0.249578294161521,0.659503591391538,-1.00396270419231,-1.97547709486539,rock,173
YYYY-00-DD 00:00:SS,2.60010090515294,5.72721516856863,1.84851999696471,-2.93472882461569,-0.218183263713941,-0.235697206048431,rock,173
YYYY-00-DD 00:00:SS,9.25601888646154,5.48116291478846,5.87296460232692,0.00392938921557693,0.729715786383077,2.08126235003846,rock,173
YYYY-00-DD 00:00:SS,8.37014053388235,3.53864451480392,4.98237867917647,1.08726113116731,1.23451349596154,1.2672613687,rock,173
YYYY-00-DD 00:00:SS,6.45442055736538,2.84284010765385,7.35672742584615,1.74141773520588,2.57305336468627,2.23755447996078,rock,173
YYYY-00-DD 00:00:SS,7.47077763973077,4.07084704353846,4.98796535500404,-0.694010592223269,-0.677620497137885,-1.1614585183,rock,173
YYYY-00-DD 00:00:SS,4.72566638268628,3.42062794913726,7.84293363154902,0.519588470786667,-1.47564228957059,-0.351602484565686,rock,173
YYYY-00-DD 00:00:SS,8.81327198084615,3.43752552911538,7.74517576969231,-2.12396583647692,-1.78873697838461,-1.90825747524615,rock,173
YYYY-00-DD 00:00:SS,3.6092034764902,3.45294276870588,6.93359653619608,0.173504116103308,-0.619105441453846,-1.51320375288263,rock,173
YYYY-00-DD 00:00:SS,5.66060159536538,3.85947335684615,7.26011723736538,0.174127401725823,1.53644553728843,2.73239764863921,rock,173
YYYY-00-DD 00:00:SS,12.4069554758824,1.77590839274528,5.41125698393922,3.38535955776923,2.29385480975,2.99700168123077,rock,173
YYYY-00-DD 00:00:SS,9.54373284482692,2.69162061578846,3.74102290632577,-1.63264501006078,-1.87998423930059,-1.78882727110765,rock,173
YYYY-00-DD 00:00:SS,5.84540114953846,0.420768661705385,13.1477723485577,-0.274355583637885,-0.790362930696154,-0.770384109236538,rock,173
YYYY-00-DD 00:00:SS,12.8852795804902,3.24504871458823,1.06968556041922,1.23036316081588,2.38551124663628,1.85980232896351,rock,173
YYYY-00-DD 00:00:SS,7.57910462521154,3.11342462663462,5.752725294,-1.28058253805,-3.09582678003461,-0.992826486902692,rock,173
YYYY-00-DD 00:00:SS,13.7559327616471,6.1609025095098,6.59987989361176,2.27737955631923,-0.0646206081620442,-0.594416056034904,rock,173
YYYY-00-DD 00:00:SS,-1.29873323491731,0.353240433546154,3.31048164690577,-1.58561574740412,0.486390092928824,-1.46847678957843,rock,173
YYYY-00-DD 00:00:SS,9.79617569059615,4.11638544961731,-5.59548921783846,1.66861152444173,-3.0394262015,4.52000543133654,rock,173
YYYY-00-DD 00:00:SS,5.20032498883333,2.09323889007216,-4.30895160240235,-3.34715254866078,-0.576187672882745,-0.718242594525686,rock,173
YYYY-00-DD 00:00:SS,11.6121210342308,0.690962064742308,6.07078087198577,-1.13152699828879,0.797067588019423,3.37683707529615,rock,173
YYYY-00-DD 00:00:SS,13.226368193549,-0.233599307199804,-1.61375948640337,1.23830485808846,0.257836278743481,0.919407355119231,rock,173
YYYY-00-DD 00:00:SS,12.8284111205769,-0.108234958055385,3.79886478809481,0.767248109332941,0.201073549545294,0.0407800442017647,rock,173
YYYY-00-DD 00:00:SS,8.97290897205627,-1.17968502132686,2.30947266104118,1.16258329284211,0.527360882334038,-0.748840004810212,rock,173
YYYY-00-DD 00:00:SS,5.77502564601192,-0.829636465981923,-0.101303829416481,0.426709747633137,-0.223022131929412,0.860105878382549,rock,173
YYYY-00-DD 00:00:SS,11.3931604711923,0.184765023162731,3.19757607342308,-0.698412796775,-0.682046207882692,0.579165431976365,rock,173
YYYY-00-DD 00:00:SS,9.35440590766667,-1.24271360981961,2.72994087023529,-0.494142498205176,0.0021529368957451,0.0891208196816667,rock,173
YYYY-00-DD 00:00:SS,10.6077278391923,-1.917341175,0.691715554664038,0.316583341168,0.308301659165385,0.149434385300327,rock,173
YYYY-00-DD 00:00:SS,9.15057609578431,-1.64054970182353,1.49239411426275,-0.289917506846154,0.147742807942308,-0.156999492122115,rock,173
YYYY-00-DD 00:00:SS,9.26914502975,-2.06611606713462,2.15808443608269,-0.548873211251176,-0.0615907706426863,-0.171842712790902,rock,173
YYYY-00-DD 00:00:SS,9.32897618243137,-1.25107676147059,2.15347586896078,-0.684037335792308,-0.179248429335,-0.0871514578084615,rock,173
YYYY-00-DD 00:00:SS,9.76023154990385,-1.23463321417308,1.67166846534615,-0.413172292941177,-0.0222809533866667,-0.023035529179549,rock,173
YYYY-00-DD 00:00:SS,9.84160478284615,-1.20938202517308,1.013078538275,-0.141129210669231,0.148494619158654,-0.0203341654540962,rock,173
YYYY-00-DD 00:00:SS,9.67383594139216,-1.41730168990196,0.932473602256863,-0.0202178467046667,0.0250058111421961,0.0232211790498177,rock,173
YYYY-00-DD 00:00:SS,9.89011120807692,-1.29621963780192,1.09863345210577,-0.148506366493692,0.121523363171073,-0.0193239175033077,rock,173
YYYY-00-DD 00:00:SS,9.4503298177451,-1.90768957141176,1.55003297330588,-0.370267414128654,0.0827345628626346,-0.170837532442885,rock,173
YYYY-00-DD 00:00:SS,9.28371469798077,-1.54574041869231,1.48753040571154,-0.563201172684314,0.10211629465852,0.011411465495,rock,173
YYYY-00-DD 00:00:SS,9.57155521094231,-1.93771467309615,1.96028542742308,-0.547131189934615,-0.219611338009231,0.0718802760893269,rock,173
YYYY-00-DD 00:00:SS,9.85532104284314,-1.93388747468628,1.571169575,-0.312514248719608,0.000404238212549017,-0.177735592808255,rock,173
YYYY-00-DD 00:00:SS,10.0973549069423,-0.905280733061154,1.93926771557692,-0.624576639388462,0.684924236301923,-0.0957268138721346,rock,173
YYYY-00-DD 00:00:SS,13.2431706962745,-2.24842051078039,7.37159455611765,1.73517036800673,3.78387867030769,0.0306216523538462,rock,173
YYYY-00-DD 00:00:SS,1.26418111342115,2.99100529350385,-0.704277898826923,3.81248937160784,-6.19255992496667,0.642332840760588,rock,173
YYYY-00-DD 00:00:SS,10.643885070098,-1.20085681388706,-7.40598549070588,0.746904671895769,-0.616427119296154,0.0184517012425769,rock,173
YYYY-00-DD 00:00:SS,8.57322473728846,3.45657037524096,-3.08446340890962,-2.40931334445098,2.70155584809804,-2.87843206819608,rock,173
YYYY-00-DD 00:00:SS,2.36360835571538,7.44828748703846,2.68066884054904,-1.47424461982692,2.27618132992115,-2.65368493709615,rock,173
YYYY-00-DD 00:00:SS,-3.95566426778431,6.89298307192157,5.59916978262745,2.06303779660712,-2.27699603240078,-0.760900094935686,rock,173
YYYY-00-DD 00:00:SS,1.48667912845962,9.411644413,-2.59218620903846,2.10215449289385,-0.373527220771154,0.718509084089615,rock,173
YYYY-00-DD 00:00:SS,1.85645501753333,7.17779934627059,-0.399636571343137,0.488630818765385,-0.913795198310577,-1.06976975911333,rock,173
YYYY-00-DD 00:00:SS,3.04186433558654,4.32148945766731,-4.42786082384808,1.05314857942431,1.18661572440902,2.13711201566275,rock,173
YYYY-00-DD 00:00:SS,11.6749037319423,7.08876584584615,-7.65350650132692,2.54532123069615,2.41403605727885,0.717874745397154,rock,173
YYYY-00-DD 00:00:SS,8.52667685977451,2.22927790620176,-2.61756032355667,-0.626154370948235,1.71274385658157,-4.98596886568627,rock,173
YYYY-00-DD 00:00:SS,0.752416067465385,7.08615447936539,-4.55279942875961,-0.418445046719808,-7.16337350514808,3.42458004301923,rock,173
YYYY-00-DD 00:00:SS,1.21629284721706,5.9843263112549,-5.12726767802392,-1.29356488647274,-3.80952795119608,0.489725835976275,rock,173
YYYY-00-DD 00:00:SS,1.82111635176538,9.05732839825,-3.14706218773269,0.192005736670577,-0.401502853662846,0.0950924696913461,rock,173
YYYY-00-DD 00:00:SS,0.74827904718549,7.46168309562745,-6.40854202527451,-0.146462378235192,1.847451735,0.190525608994231,rock,173
YYYY-00-DD 00:00:SS,5.41116132182692,8.07942890213462,-4.53299545153462,0.109138043109451,3.27918980401961,0.144001252694269,rock,173
YYYY-00-DD 00:00:SS,6.66861263601923,7.003653838,-1.50952597873846,0.471550588327596,2.64860729470962,-0.692266149756731,rock,173
YYYY-00-DD 00:00:SS,6.7699110605098,2.69626539013137,-3.76720013921961,-4.20692902684902,-3.31460694352922,1.24402936964823,rock,173
YYYY-00-DD 00:00:SS,13.9809635601923,-0.574415486815962,4.61980429086346,-3.08262894248077,-2.49103805309231,0.299420881167898,rock,173
YYYY-00-DD 00:00:SS,9.52226124539216,1.83368216194902,2.00465754668824,-0.486751286885961,0.0836038435484423,0.233425883290475,rock,173
YYYY-00-DD 00:00:SS,10.7457465186596,2.54806851703269,-0.768999129559038,0.759822132006922,0.449820135002353,0.151651822158804,rock,173
YYYY-00-DD 00:00:SS,6.08841985120392,-0.61439826083549,1.69089867187843,0.530097948819173,0.130263180221346,0.357662817390769,rock,173
